  There is 561 shapes, but only 284 shapes were expected
Superflous shapes in your solution:
   Line (x0,000 y49,157 / x0,473 y48,578 / black) 
   Line (x246,426 y147,829 / x250,203 y149,149 / black) 
   Line (x246,426 y148,171 / x250,203 y146,851 / black) 
   Line (x247,612 y100,126 / x249,193 y98,900 / black) 
   Line (x247,612 y195,874 / x249,193 y197,100 / black) 
   Line (x249,193 y98,900 / x250,765 y97,665 / black) 
   Line (x249,193 y197,100 / x250,765 y198,335 / black) 
   Line (x250,203 y146,851 / x253,995 y145,579 / black) 
   Line (x250,203 y149,149 / x253,995 y150,421 / black) 
   Line (x250,765 y97,665 / x252,330 y96,419 / black) 
   Line (x250,765 y198,335 / x252,330 y199,581 / black) 
   Line (x252,330 y96,419 / x253,887 y95,164 / black) 
   Line (x252,330 y199,581 / x253,887 y200,836 / black) 
   Line (x253,887 y95,164 / x255,436 y93,899 / black) 
   Line (x253,887 y200,836 / x255,436 y202,101 / black) 
   Line (x253,995 y145,579 / x257,803 y144,355 / black) 
   Line (x253,995 y150,421 / x257,803 y151,645 / black) 
   Line (x255,436 y93,899 / x256,977 y92,624 / black) 
   Line (x255,436 y202,101 / x256,977 y203,376 / black) 
   Line (x256,977 y92,624 / x258,510 y91,339 / black) 
   Line (x256,977 y203,376 / x258,510 y204,661 / black) 
   Line (x257,803 y144,355 / x261,626 y143,179 / black) 
   Line (x257,803 y151,645 / x261,626 y152,821 / black) 
   Line (x258,510 y91,339 / x260,035 y90,045 / black) 
   Line (x258,510 y204,661 / x260,035 y205,955 / black) 
   Line (x260,035 y90,045 / x261,552 y88,741 / black) 
   Line (x260,035 y205,955 / x261,552 y207,259 / black) 
   Line (x261,552 y88,741 / x263,060 y87,428 / black) 
   Line (x261,552 y207,259 / x263,060 y208,572 / black) 
   Line (x261,626 y143,179 / x265,464 y142,051 / black) 
   Line (x261,626 y152,821 / x265,464 y153,949 / black) 
   Line (x263,060 y87,428 / x264,560 y86,106 / black) 
   Line (x263,060 y208,572 / x264,560 y209,894 / black) 
   Line (x264,560 y86,106 / x266,052 y84,774 / black) 
   Line (x264,560 y209,894 / x266,052 y211,226 / black) 
   Line (x265,464 y142,051 / x269,315 y140,971 / black) 
   Line (x265,464 y153,949 / x269,315 y155,029 / black) 
   Line (x266,052 y84,774 / x267,536 y83,432 / black) 
   Line (x266,052 y211,226 / x267,536 y212,568 / black) 
   Line (x267,536 y83,432 / x269,011 y82,082 / black) 
   Line (x267,536 y212,568 / x269,011 y213,918 / black) 
   Line (x269,011 y82,082 / x270,477 y80,722 / black) 
   Line (x269,011 y213,918 / x270,477 y215,278 / black) 
   Line (x269,315 y140,971 / x273,180 y139,940 / black) 
   Line (x269,315 y155,029 / x273,180 y156,060 / black) 
   Line (x270,477 y80,722 / x271,935 y79,353 / black) 
   Line (x270,477 y215,278 / x271,935 y216,647 / black) 
   Line (x271,935 y79,353 / x273,385 y77,974 / black) 
   Line (x271,935 y216,647 / x273,385 y218,026 / black) 
   Line (x273,180 y139,940 / x277,057 y138,958 / black) 
   Line (x273,180 y156,060 / x277,057 y157,042 / black) 
   Line (x273,385 y77,974 / x274,825 y76,587 / black) 
   Line (x273,385 y218,026 / x274,825 y219,413 / black) 
   Line (x274,825 y76,587 / x276,257 y75,191 / black) 
   Line (x274,825 y219,413 / x276,257 y220,809 / black) 
   Line (x276,257 y75,191 / x277,680 y73,785 / black) 
   Line (x276,257 y220,809 / x277,680 y222,215 / black) 
   Line (x277,057 y138,958 / x282,896 y137,575 / black) 
   Line (x277,057 y157,042 / x282,896 y158,425 / black) 
   Line (x277,680 y73,785 / x279,094 y72,371 / black) 
   Line (x277,680 y222,215 / x279,094 y223,629 / black) 
   Line (x279,094 y72,371 / x280,500 y70,948 / black) 
   Line (x279,094 y223,629 / x280,500 y225,052 / black) 
   Line (x280,500 y70,948 / x281,896 y69,516 / black) 
   Line (x280,500 y225,052 / x281,896 y226,484 / black) 
   Line (x281,896 y69,516 / x283,283 y68,076 / black) 
   Line (x281,896 y226,484 / x283,283 y227,924 / black) 
   Line (x282,896 y137,575 / x288,760 y136,303 / black) 
   Line (x282,896 y158,425 / x288,760 y159,697 / black) 
   Line (x283,283 y68,076 / x284,661 y66,626 / black) 
   Line (x283,283 y227,924 / x284,661 y229,374 / black) 
   Line (x284,661 y66,626 / x286,031 y65,168 / black) 
   Line (x284,661 y229,374 / x286,031 y230,832 / black) 
   Line (x286,031 y65,168 / x287,390 y63,702 / black) 
   Line (x286,031 y230,832 / x287,390 y232,298 / black) 
   Line (x287,390 y63,702 / x288,741 y62,227 / black) 
   Line (x287,390 y232,298 / x288,741 y233,773 / black) 
   Line (x288,741 y62,227 / x290,082 y60,743 / black) 
   Line (x288,741 y233,773 / x290,082 y235,257 / black) 
   Line (x288,760 y136,303 / x294,646 y135,142 / black) 
   Line (x288,760 y159,697 / x294,646 y160,858 / black) 
   Line (x290,082 y60,743 / x291,415 y59,252 / black) 
   Line (x290,082 y235,257 / x291,415 y236,748 / black) 
   Line (x291,415 y59,252 / x292,737 y57,751 / black) 
   Line (x291,415 y236,748 / x292,737 y238,249 / black) 
   Line (x292,737 y57,751 / x294,050 y56,243 / black) 
   Line (x292,737 y238,249 / x294,050 y239,757 / black) 
   Line (x294,050 y56,243 / x295,354 y54,726 / black) 
   Line (x294,050 y239,757 / x295,354 y241,274 / black) 
   Line (x294,646 y135,142 / x300,000 y134,187 / black) 
   Line (x294,646 y160,858 / x300,000 y161,813 / black) 
   Line (x295,354 y54,726 / x296,648 y53,201 / black) 
   Line (x295,354 y241,274 / x296,648 y242,799 / black) 
   Line (x296,648 y53,201 / x297,933 y51,668 / black) 
   Line (x296,648 y242,799 / x297,933 y244,332 / black) 
   Line (x297,933 y51,668 / x299,207 y50,127 / black) 
   Line (x297,933 y244,332 / x299,207 y245,873 / black) 
   Line (x299,207 y50,127 / x300,000 y49,157 / black) 
   Line (x299,207 y245,873 / x300,000 y246,843 / black) 
Missing shapes in your solution:
   Line (x35,000 y147,000 / x36,254 y164,938 / black) 
   Line (x35,035 y145,000 / x36,254 y131,062 / black) 
   Line (x36,254 y131,062 / x37,296 y125,154 / black) 
   Line (x36,254 y164,938 / x37,296 y170,846 / black) 
   Line (x37,296 y125,154 / x38,646 y119,308 / black) 
   Line (x37,296 y170,846 / x38,646 y176,692 / black) 
   Line (x38,646 y119,308 / x39,715 y115,454 / black) 
   Line (x38,646 y176,692 / x39,715 y180,546 / black) 
   Line (x39,715 y115,454 / x40,917 y111,639 / black) 
   Line (x39,715 y180,546 / x40,917 y184,361 / black) 
   Line (x40,917 y111,639 / x42,253 y107,869 / black) 
   Line (x40,917 y184,361 / x42,253 y188,131 / black) 
   Line (x42,253 y107,869 / x43,719 y104,147 / black) 
   Line (x42,253 y188,131 / x43,719 y191,853 / black) 
   Line (x43,719 y104,147 / x45,313 y100,479 / black) 
   Line (x43,719 y191,853 / x45,313 y195,521 / black) 
   Line (x45,313 y100,479 / x47,035 y96,869 / black) 
   Line (x45,313 y195,521 / x47,035 y199,131 / black) 
   Line (x47,035 y96,869 / x48,882 y93,321 / black) 
   Line (x47,035 y199,131 / x48,882 y202,679 / black) 
   Line (x48,882 y202,679 / x49,852 y204,428 / black) 
   Line (x48,882 y93,321 / x50,852 y89,840 / black) 
   Line (x49,852 y204,428 / x50,852 y206,160 / black) 
   Line (x50,852 y89,840 / x51,882 y88,125 / black) 
   Line (x50,852 y206,160 / x51,882 y207,875 / black) 
   Line (x51,882 y88,125 / x52,942 y86,429 / black) 
   Line (x51,882 y207,875 / x52,942 y209,571 / black) 
   Line (x52,942 y86,429 / x54,031 y84,752 / black) 
   Line (x52,942 y209,571 / x54,031 y211,248 / black) 
   Line (x54,031 y84,752 / x55,150 y83,094 / black) 
   Line (x54,031 y211,248 / x55,150 y212,906 / black) 
   Line (x55,150 y83,094 / x56,297 y81,455 / black) 
   Line (x55,150 y212,906 / x56,297 y214,545 / black) 
   Line (x56,297 y81,455 / x57,472 y79,837 / black) 
   Line (x56,297 y214,545 / x57,472 y216,163 / black) 
   Line (x57,472 y79,837 / x58,676 y78,240 / black) 
   Line (x57,472 y216,163 / x58,676 y217,760 / black) 
   Line (x58,676 y78,240 / x59,907 y76,664 / black) 
   Line (x58,676 y217,760 / x59,907 y219,336 / black) 
   Line (x59,907 y76,664 / x61,166 y75,110 / black) 
   Line (x59,907 y219,336 / x61,166 y220,890 / black) 
   Line (x61,166 y75,110 / x62,451 y73,578 / black) 
   Line (x61,166 y220,890 / x62,451 y222,422 / black) 
   Line (x62,451 y73,578 / x63,764 y72,068 / black) 
   Line (x62,451 y222,422 / x63,764 y223,932 / black) 
   Line (x63,764 y72,068 / x65,102 y70,582 / black) 
   Line (x63,764 y223,932 / x65,102 y225,418 / black) 
   Line (x65,102 y70,582 / x66,466 y69,119 / black) 
   Line (x65,102 y225,418 / x66,466 y226,881 / black) 
   Line (x66,466 y69,119 / x67,855 y67,681 / black) 
   Line (x66,466 y226,881 / x67,855 y228,319 / black) 
   Line (x67,855 y67,681 / x69,269 y66,266 / black) 
   Line (x67,855 y228,319 / x69,269 y229,734 / black) 
   Line (x69,269 y66,266 / x70,708 y64,877 / black) 
   Line (x69,269 y229,734 / x70,708 y231,123 / black) 
   Line (x70,708 y64,877 / x72,171 y63,513 / black) 
   Line (x70,708 y231,123 / x72,171 y232,487 / black) 
   Line (x72,171 y63,513 / x73,657 y62,175 / black) 
   Line (x72,171 y232,487 / x73,657 y233,825 / black) 
   Line (x73,657 y62,175 / x75,166 y60,863 / black) 
   Line (x73,657 y233,825 / x75,166 y235,137 / black) 
   Line (x75,166 y60,863 / x76,699 y59,577 / black) 
   Line (x75,166 y235,137 / x76,699 y236,423 / black) 
   Line (x76,699 y59,577 / x78,253 y58,319 / black) 
   Line (x76,699 y236,423 / x78,253 y237,681 / black) 
   Line (x78,253 y58,319 / x79,829 y57,087 / black) 
   Line (x78,253 y237,681 / x79,829 y238,913 / black) 
   Line (x79,829 y57,087 / x81,426 y55,884 / black) 
   Line (x79,829 y238,913 / x81,426 y240,116 / black) 
   Line (x81,426 y55,884 / x83,044 y54,708 / black) 
   Line (x81,426 y240,116 / x83,044 y241,292 / black) 
   Line (x83,044 y54,708 / x84,682 y53,561 / black) 
   Line (x83,044 y241,292 / x84,682 y242,439 / black) 
   Line (x84,682 y53,561 / x86,341 y52,443 / black) 
   Line (x84,682 y242,439 / x86,341 y243,557 / black) 
   Line (x86,341 y52,443 / x88,018 y51,353 / black) 
   Line (x86,341 y243,557 / x88,018 y244,647 / black) 
   Line (x88,018 y51,353 / x89,714 y50,293 / black) 
   Line (x88,018 y244,647 / x89,714 y245,707 / black) 
   Line (x89,714 y50,293 / x91,428 y49,263 / black) 
   Line (x89,714 y245,707 / x91,428 y246,737 / black) 
   Line (x91,428 y49,263 / x93,160 y48,263 / black) 
   Line (x91,428 y246,737 / x93,160 y247,737 / black) 
   Line (x93,160 y48,263 / x94,910 y47,294 / black) 
   Line (x93,160 y247,737 / x94,910 y248,706 / black) 
   Line (x94,910 y47,294 / x96,675 y46,355 / black) 
   Line (x94,910 y248,706 / x96,675 y249,645 / black) 
   Line (x96,675 y46,355 / x98,457 y45,447 / black) 
   Line (x96,675 y249,645 / x98,457 y250,553 / black) 
   Line (x98,457 y45,447 / x100,255 y44,570 / black) 
   Line (x98,457 y250,553 / x100,255 y251,430 / black) 
   Line (x100,255 y44,570 / x102,068 y43,725 / black) 
   Line (x100,255 y251,430 / x102,068 y252,275 / black) 
   Line (x102,068 y43,725 / x103,895 y42,911 / black) 
   Line (x102,068 y252,275 / x103,895 y253,089 / black) 
   Line (x103,895 y42,911 / x105,736 y42,130 / black) 
   Line (x103,895 y253,089 / x105,736 y253,870 / black) 
   Line (x105,736 y42,130 / x107,590 y41,381 / black) 
   Line (x105,736 y253,870 / x107,590 y254,619 / black) 
   Line (x107,590 y41,381 / x109,457 y40,664 / black) 
   Line (x107,590 y254,619 / x109,457 y255,336 / black) 
   Line (x109,457 y40,664 / x111,337 y39,980 / black) 
   Line (x109,457 y255,336 / x111,337 y256,020 / black) 
   Line (x111,337 y39,980 / x113,228 y39,329 / black) 
   Line (x111,337 y256,020 / x113,228 y256,671 / black) 
   Line (x113,228 y39,329 / x115,130 y38,711 / black) 
   Line (x113,228 y256,671 / x115,130 y257,289 / black) 
   Line (x115,130 y38,711 / x117,042 y38,126 / black) 
   Line (x115,130 y257,289 / x117,042 y257,874 / black) 
   Line (x117,042 y38,126 / x118,965 y37,575 / black) 
   Line (x117,042 y257,874 / x118,965 y258,425 / black) 
   Line (x118,965 y37,575 / x120,897 y37,057 / black) 
   Line (x118,965 y258,425 / x120,897 y258,943 / black) 
   Line (x120,897 y37,057 / x122,837 y36,573 / black) 
   Line (x120,897 y258,943 / x122,837 y259,427 / black) 
   Line (x122,837 y36,573 / x124,786 y36,123 / black) 
   Line (x122,837 y259,427 / x124,786 y259,877 / black) 
   Line (x124,786 y36,123 / x126,742 y35,707 / black) 
   Line (x124,786 y259,877 / x126,742 y260,293 / black) 
   Line (x126,742 y35,707 / x128,706 y35,326 / black) 
   Line (x126,742 y260,293 / x128,706 y260,674 / black) 
   Line (x128,706 y35,326 / x130,675 y34,979 / black) 
   Line (x128,706 y260,674 / x130,675 y261,021 / black) 
   Line (x130,675 y34,979 / x132,651 y34,666 / black) 
   Line (x130,675 y261,021 / x132,651 y261,334 / black) 
   Line (x132,651 y34,666 / x134,631 y34,387 / black) 
   Line (x132,651 y261,334 / x134,631 y261,613 / black) 
   Line (x134,631 y34,387 / x136,616 y34,144 / black) 
   Line (x134,631 y261,613 / x136,616 y261,856 / black) 
   Line (x136,616 y34,144 / x138,605 y33,935 / black) 
   Line (x136,616 y261,856 / x138,605 y262,065 / black) 
   Line (x138,605 y33,935 / x140,598 y33,760 / black) 
   Line (x138,605 y262,065 / x140,598 y262,240 / black) 
   Line (x140,598 y33,760 / x142,593 y33,621 / black) 
   Line (x140,598 y262,240 / x142,593 y262,379 / black) 
   Line (x142,593 y33,621 / x144,590 y33,516 / black) 
   Line (x142,593 y262,379 / x144,590 y262,484 / black) 
   Line (x144,590 y33,516 / x146,589 y33,446 / black) 
   Line (x144,590 y262,484 / x146,589 y262,554 / black) 
   Line (x146,589 y33,446 / x148,589 y33,411 / black) 
   Line (x146,589 y262,554 / x148,589 y262,589 / black) 
   Line (x148,589 y33,411 / x150,589 y33,411 / black) 
   Line (x148,589 y262,589 / x150,589 y262,589 / black) 
   Line (x150,589 y33,411 / x152,588 y33,446 / black) 
   Line (x150,589 y262,589 / x152,588 y262,554 / black) 
   Line (x152,588 y33,446 / x154,587 y33,516 / black) 
   Line (x152,588 y262,554 / x154,587 y262,484 / black) 
   Line (x154,587 y33,516 / x156,584 y33,621 / black) 
   Line (x154,587 y262,484 / x156,584 y262,379 / black) 
   Line (x156,584 y33,621 / x158,580 y33,760 / black) 
   Line (x156,584 y262,379 / x158,580 y262,240 / black) 
   Line (x158,580 y33,760 / x160,572 y33,935 / black) 
   Line (x158,580 y262,240 / x160,572 y262,065 / black) 
   Line (x160,572 y33,935 / x162,561 y34,144 / black) 
   Line (x160,572 y262,065 / x162,561 y261,856 / black) 
   Line (x162,561 y34,144 / x164,546 y34,387 / black) 
   Line (x162,561 y261,856 / x164,546 y261,613 / black) 
   Line (x164,546 y34,387 / x166,527 y34,666 / black) 
   Line (x164,546 y261,613 / x166,527 y261,334 / black) 
   Line (x166,527 y34,666 / x168,502 y34,979 / black) 
   Line (x166,527 y261,334 / x168,502 y261,021 / black) 
   Line (x168,502 y34,979 / x170,472 y35,326 / black) 
   Line (x168,502 y261,021 / x170,472 y260,674 / black) 
   Line (x170,472 y35,326 / x172,435 y35,707 / black) 
   Line (x170,472 y260,674 / x172,435 y260,293 / black) 
   Line (x172,435 y35,707 / x174,391 y36,123 / black) 
   Line (x172,435 y260,293 / x174,391 y259,877 / black) 
   Line (x174,391 y36,123 / x176,340 y36,573 / black) 
   Line (x174,391 y259,877 / x176,340 y259,427 / black) 
   Line (x176,340 y36,573 / x178,280 y37,057 / black) 
   Line (x176,340 y259,427 / x178,280 y258,943 / black) 
   Line (x178,280 y37,057 / x180,212 y37,575 / black) 
   Line (x178,280 y258,943 / x180,212 y258,425 / black) 
   Line (x180,212 y37,575 / x182,135 y38,126 / black) 
   Line (x180,212 y258,425 / x182,135 y257,874 / black) 
   Line (x182,135 y38,126 / x184,047 y38,711 / black) 
   Line (x182,135 y257,874 / x184,047 y257,289 / black) 
   Line (x184,047 y38,711 / x185,950 y39,329 / black) 
   Line (x184,047 y257,289 / x185,950 y256,671 / black) 
   Line (x185,950 y39,329 / x187,841 y39,980 / black) 
   Line (x185,950 y256,671 / x187,841 y256,020 / black) 
   Line (x187,841 y39,980 / x189,720 y40,664 / black) 
   Line (x187,841 y256,020 / x189,720 y255,336 / black) 
   Line (x189,720 y40,664 / x191,587 y41,381 / black) 
   Line (x189,720 y255,336 / x191,587 y254,619 / black) 
   Line (x191,587 y41,381 / x193,441 y42,130 / black) 
   Line (x191,587 y254,619 / x193,441 y253,870 / black) 
   Line (x193,441 y42,130 / x195,283 y42,911 / black) 
   Line (x193,441 y253,870 / x195,283 y253,089 / black) 
   Line (x195,283 y42,911 / x197,110 y43,725 / black) 
   Line (x195,283 y253,089 / x197,110 y252,275 / black) 
   Line (x197,110 y43,725 / x198,922 y44,570 / black) 
   Line (x197,110 y252,275 / x198,922 y251,430 / black) 
   Line (x198,922 y44,570 / x200,720 y45,447 / black) 
   Line (x198,922 y251,430 / x200,720 y250,553 / black) 
   Line (x200,720 y45,447 / x202,502 y46,355 / black) 
   Line (x200,720 y250,553 / x202,502 y249,645 / black) 
   Line (x202,502 y46,355 / x204,268 y47,294 / black) 
   Line (x202,502 y249,645 / x204,268 y248,706 / black) 
   Line (x204,268 y47,294 / x206,017 y48,263 / black) 
   Line (x204,268 y248,706 / x206,017 y247,737 / black) 
   Line (x206,017 y48,263 / x207,749 y49,263 / black) 
   Line (x206,017 y247,737 / x207,749 y246,737 / black) 
   Line (x207,749 y49,263 / x209,463 y50,293 / black) 
   Line (x207,749 y246,737 / x209,463 y245,707 / black) 
   Line (x209,463 y50,293 / x211,159 y51,353 / black) 
   Line (x209,463 y245,707 / x211,159 y244,647 / black) 
   Line (x211,159 y51,353 / x212,837 y52,443 / black) 
   Line (x211,159 y244,647 / x212,837 y243,557 / black) 
   Line (x212,837 y52,443 / x214,495 y53,561 / black) 
   Line (x212,837 y243,557 / x214,495 y242,439 / black) 
   Line (x214,495 y53,561 / x216,133 y54,708 / black) 
   Line (x214,495 y242,439 / x216,133 y241,292 / black) 
   Line (x216,133 y54,708 / x217,751 y55,884 / black) 
   Line (x216,133 y241,292 / x217,751 y240,116 / black) 
   Line (x217,751 y55,884 / x219,348 y57,087 / black) 
   Line (x217,751 y240,116 / x219,348 y238,913 / black) 
   Line (x219,348 y57,087 / x220,924 y58,319 / black) 
   Line (x219,348 y238,913 / x220,924 y237,681 / black) 
   Line (x220,924 y58,319 / x222,479 y59,577 / black) 
   Line (x220,924 y237,681 / x222,479 y236,423 / black) 
   Line (x222,479 y59,577 / x224,011 y60,863 / black) 
   Line (x222,479 y236,423 / x224,011 y235,137 / black) 
   Line (x224,011 y60,863 / x225,520 y62,175 / black) 
   Line (x224,011 y235,137 / x225,520 y233,825 / black) 
   Line (x225,520 y62,175 / x227,007 y63,513 / black) 
   Line (x225,520 y233,825 / x227,007 y232,487 / black) 
   Line (x227,007 y63,513 / x228,469 y64,877 / black) 
   Line (x227,007 y232,487 / x228,469 y231,123 / black) 
   Line (x228,469 y64,877 / x229,908 y66,266 / black) 
   Line (x228,469 y231,123 / x229,908 y229,734 / black) 
   Line (x229,908 y66,266 / x231,322 y67,681 / black) 
   Line (x229,908 y229,734 / x231,322 y228,319 / black) 
   Line (x231,322 y67,681 / x232,711 y69,119 / black) 
   Line (x231,322 y228,319 / x232,711 y226,881 / black) 
   Line (x232,711 y69,119 / x234,075 y70,582 / black) 
   Line (x232,711 y226,881 / x234,075 y225,418 / black) 
   Line (x234,075 y70,582 / x235,414 y72,068 / black) 
   Line (x234,075 y225,418 / x235,414 y223,932 / black) 
   Line (x235,414 y72,068 / x236,726 y73,578 / black) 
   Line (x235,414 y223,932 / x236,726 y222,422 / black) 
   Line (x236,726 y73,578 / x238,011 y75,110 / black) 
   Line (x236,726 y222,422 / x238,011 y220,890 / black) 
   Line (x238,011 y75,110 / x239,270 y76,664 / black) 
   Line (x238,011 y220,890 / x239,270 y219,336 / black) 
   Line (x239,270 y76,664 / x240,501 y78,240 / black) 
   Line (x239,270 y219,336 / x240,501 y217,760 / black) 
   Line (x240,501 y78,240 / x241,705 y79,837 / black) 
   Line (x240,501 y217,760 / x241,705 y216,163 / black) 
   Line (x241,705 y79,837 / x242,881 y81,455 / black) 
   Line (x241,705 y216,163 / x242,881 y214,545 / black) 
   Line (x242,881 y81,455 / x244,028 y83,094 / black) 
   Line (x242,881 y214,545 / x244,028 y212,906 / black) 
   Line (x244,028 y83,094 / x245,146 y84,752 / black) 
   Line (x244,028 y212,906 / x245,146 y211,248 / black) 
   Line (x245,146 y84,752 / x246,235 y86,429 / black) 
   Line (x245,146 y211,248 / x246,235 y209,571 / black) 
   Line (x246,235 y86,429 / x247,295 y88,125 / black) 
   Line (x246,235 y209,571 / x247,295 y207,875 / black) 
   Line (x247,295 y88,125 / x248,325 y89,840 / black) 
   Line (x247,295 y207,875 / x248,325 y206,160 / black) 
   Line (x248,325 y89,840 / x249,325 y91,572 / black) 
   Line (x248,325 y206,160 / x250,295 y202,679 / black) 
   Line (x249,325 y91,572 / x251,234 y95,087 / black) 
   Line (x250,295 y202,679 / x252,142 y199,131 / black) 
   Line (x251,234 y95,087 / x253,019 y98,666 / black) 
   Line (x252,142 y199,131 / x253,864 y195,521 / black) 
   Line (x253,019 y98,666 / x254,677 y102,306 / black) 
   Line (x253,864 y195,521 / x255,459 y191,853 / black) 
   Line (x254,677 y102,306 / x256,208 y106,002 / black) 
   Line (x255,459 y191,853 / x256,925 y188,131 / black) 
   Line (x256,208 y106,002 / x257,609 y109,748 / black) 
   Line (x256,925 y188,131 / x258,260 y184,361 / black) 
   Line (x257,609 y109,748 / x258,878 y113,541 / black) 
   Line (x258,260 y184,361 / x259,463 y180,546 / black) 
   Line (x258,878 y113,541 / x260,014 y117,376 / black) 
   Line (x259,463 y180,546 / x260,532 y176,692 / black) 
   Line (x260,014 y117,376 / x261,015 y121,249 / black) 
   Line (x260,532 y176,692 / x261,881 y170,846 / black) 
   Line (x261,015 y121,249 / x262,263 y127,117 / black) 
   Line (x261,881 y170,846 / x262,923 y164,938 / black) 
   Line (x262,263 y127,117 / x263,445 y135,028 / black) 
   Line (x262,923 y164,938 / x263,968 y154,996 / black) 
   Line (x263,445 y135,028 / x264,177 y149,000 / black) 

