  In (0,2), the ground is expected to be light grey, but it is white.
  In (29,39), the ground is expected to be white, but it is light grey.
  In (29,41), the ground is expected to be white, but it is light grey.
  In (29,44), the ground is expected to be white, but it is light grey.
  In (29,45), the ground is expected to be light grey, but it is white.
  In (29,46), the ground is expected to be white, but it is light grey.
  In (29,52), the ground is expected to be light grey, but it is white.
  In (29,54), the ground is expected to be white, but it is light grey.
  In (29,56), the ground is expected to be white, but it is light grey.
  In (29,59), the ground is expected to be light grey, but it is white.
  In (30,0), the ground is expected to be light grey, but it is white.
  In (30,6), the ground is expected to be light grey, but it is white.
  In (30,7), the ground is expected to be light grey, but it is white.
  In (30,13), the ground is expected to be light grey, but it is white.
  In (30,14), the ground is expected to be light grey, but it is white.
  In (30,17), the ground is expected to be white, but it is light grey.
  In (30,19), the ground is expected to be white, but it is light grey.
  In (30,20), the ground is expected to be light grey, but it is white.
  In (30,21), the ground is expected to be light grey, but it is white.
  In (30,27), the ground is expected to be light grey, but it is white.
  In (30,28), the ground is expected to be light grey, but it is white.
  In (30,33), the ground is expected to be white, but it is light grey.
  In (30,34), the ground is expected to be light grey, but it is white.
  In (30,37), the ground is expected to be white, but it is light grey.
  In (30,38), the ground is expected to be white, but it is light grey.
  In (30,40), the ground is expected to be white, but it is light grey.
  In (30,41), the ground is expected to be light grey, but it is white.
  In (30,43), the ground is expected to be white, but it is light grey.
  In (30,45), the ground is expected to be white, but it is light grey.
  In (30,47), the ground is expected to be white, but it is light grey.
  In (30,48), the ground is expected to be light grey, but it is white.
  In (30,51), the ground is expected to be white, but it is light grey.
  In (30,55), the ground is expected to be light grey, but it is white.
  In (30,56), the ground is expected to be light grey, but it is white.
  In (30,62), the ground is expected to be light grey, but it is white.
  In (31,1), the ground is expected to be light grey, but it is white.
  In (31,5), the ground is expected to be light grey, but it is white.
  In (31,8), the ground is expected to be light grey, but it is white.
  In (31,12), the ground is expected to be light grey, but it is white.
  In (31,15), the ground is expected to be light grey, but it is white.
  In (31,16), the ground is expected to be white, but it is light grey.
  In (31,18), the ground is expected to be white, but it is light grey.
  In (31,19), the ground is expected to be light grey, but it is white.
  In (31,20), the ground is expected to be white, but it is light grey.
  In (31,22), the ground is expected to be light grey, but it is white.
  In (31,26), the ground is expected to be light grey, but it is white.
  In (31,29), the ground is expected to be light grey, but it is white.
  In (31,33), the ground is expected to be light grey, but it is white.
  In (31,34), the ground is expected to be white, but it is light grey.
  In (31,39), the ground is expected to be white, but it is light grey.
  In (31,40), the ground is expected to be light grey, but it is white.
  In (31,41), the ground is expected to be white, but it is light grey.
  In (31,43), the ground is expected to be light grey, but it is white.
  In (31,44), the ground is expected to be white, but it is light grey.
  In (31,46), the ground is expected to be white, but it is light grey.
  In (31,47), the ground is expected to be light grey, but it is white.
  In (31,48), the ground is expected to be white, but it is light grey.
  In (31,52), the ground is expected to be white, but it is light grey.
  In (31,54), the ground is expected to be light grey, but it is white.
  In (31,57), the ground is expected to be light grey, but it is white.
  In (31,61), the ground is expected to be light grey, but it is white.
  In (32,0), the ground is expected to be light grey, but it is white.
  In (32,6), the ground is expected to be light grey, but it is white.
  In (32,7), the ground is expected to be light grey, but it is white.
  In (32,13), the ground is expected to be light grey, but it is white.
  In (32,14), the ground is expected to be light grey, but it is white.
  In (32,17), the ground is expected to be white, but it is light grey.
  In (32,19), the ground is expected to be white, but it is light grey.
  In (32,20), the ground is expected to be light grey, but it is white.
  In (32,21), the ground is expected to be light grey, but it is white.
  In (32,27), the ground is expected to be light grey, but it is white.
  In (32,28), the ground is expected to be light grey, but it is white.
  In (32,33), the ground is expected to be white, but it is light grey.
  In (32,34), the ground is expected to be light grey, but it is white.
  In (32,37), the ground is expected to be white, but it is light grey.
  In (32,38), the ground is expected to be white, but it is light grey.
  In (32,40), the ground is expected to be white, but it is light grey.
  In (32,41), the ground is expected to be light grey, but it is white.
  In (32,43), the ground is expected to be white, but it is light grey.
  In (32,45), the ground is expected to be white, but it is light grey.
  In (32,47), the ground is expected to be white, but it is light grey.
  In (32,48), the ground is expected to be light grey, but it is white.
  In (32,51), the ground is expected to be white, but it is light grey.
  In (32,55), the ground is expected to be light grey, but it is white.
  In (32,56), the ground is expected to be light grey, but it is white.
  In (32,62), the ground is expected to be light grey, but it is white.
  In (33,3), the ground is expected to be light grey, but it is white.
  In (33,10), the ground is expected to be light grey, but it is white.
  In (33,16), the ground is expected to be white, but it is light grey.
  In (33,17), the ground is expected to be light grey, but it is white.
  In (33,18), the ground is expected to be white, but it is light grey.
  In (33,20), the ground is expected to be white, but it is light grey.
  In (33,24), the ground is expected to be light grey, but it is white.
  In (33,31), the ground is expected to be light grey, but it is white.
  In (33,34), the ground is expected to be white, but it is light grey.
  In (33,36), the ground is expected to be white, but it is light grey.
  In (33,38), the ground is expected to be light grey, but it is white.
  In (33,39), the ground is expected to be white, but it is light grey.
  In (33,41), the ground is expected to be white, but it is light grey.
  In (33,44), the ground is expected to be white, but it is light grey.
  In (33,45), the ground is expected to be light grey, but it is white.
  In (33,46), the ground is expected to be white, but it is light grey.
  In (33,48), the ground is expected to be white, but it is light grey.
  In (33,50), the ground is expected to be white, but it is light grey.
  In (33,59), the ground is expected to be light grey, but it is white.
  In (34,2), the ground is expected to be light grey, but it is white.
  In (34,4), the ground is expected to be light grey, but it is white.
  In (34,9), the ground is expected to be light grey, but it is white.
  In (34,11), the ground is expected to be light grey, but it is white.
  In (34,16), the ground is expected to be light grey, but it is white.
  In (34,17), the ground is expected to be white, but it is light grey.
  In (34,18), the ground is expected to be light grey, but it is white.
  In (34,19), the ground is expected to be white, but it is light grey.
  In (34,23), the ground is expected to be light grey, but it is white.
  In (34,25), the ground is expected to be light grey, but it is white.
  In (34,30), the ground is expected to be light grey, but it is white.
  In (34,32), the ground is expected to be light grey, but it is white.
  In (34,37), the ground is expected to be light grey, but it is white.
  In (34,39), the ground is expected to be light grey, but it is white.
  In (34,44), the ground is expected to be light grey, but it is white.
  In (34,46), the ground is expected to be light grey, but it is white.
  In (34,49), the ground is expected to be white, but it is light grey.
  In (34,53), the ground is expected to be light grey, but it is white.
  In (34,54), the ground is expected to be white, but it is light grey.
  In (34,56), the ground is expected to be white, but it is light grey.
  In (34,58), the ground is expected to be light grey, but it is white.
  In (34,59), the ground is expected to be white, but it is light grey.
  In (34,60), the ground is expected to be light grey, but it is white.
  In (34,61), the ground is expected to be white, but it is light grey.
  In (35,2), the ground is expected to be light grey, but it is white.
  In (35,4), the ground is expected to be light grey, but it is white.
  In (35,9), the ground is expected to be light grey, but it is white.
  In (35,11), the ground is expected to be light grey, but it is white.
  In (35,16), the ground is expected to be light grey, but it is white.
  In (35,17), the ground is expected to be white, but it is light grey.
  In (35,18), the ground is expected to be light grey, but it is white.
  In (35,19), the ground is expected to be white, but it is light grey.
  In (35,23), the ground is expected to be light grey, but it is white.
  In (35,25), the ground is expected to be light grey, but it is white.
  In (35,30), the ground is expected to be light grey, but it is white.
  In (35,32), the ground is expected to be light grey, but it is white.
  In (35,37), the ground is expected to be light grey, but it is white.
  In (35,39), the ground is expected to be light grey, but it is white.
  In (35,44), the ground is expected to be light grey, but it is white.
  In (35,46), the ground is expected to be light grey, but it is white.
  In (35,48), the ground is expected to be white, but it is light grey.
  In (35,49), the ground is expected to be white, but it is light grey.
  In (35,50), the ground is expected to be white, but it is light grey.
  In (35,52), the ground is expected to be white, but it is light grey.
  In (35,55), the ground is expected to be white, but it is light grey.
  In (35,57), the ground is expected to be white, but it is light grey.
  In (35,62), the ground is expected to be white, but it is light grey.
  In (36,3), the ground is expected to be light grey, but it is white.
  In (36,10), the ground is expected to be light grey, but it is white.
  In (36,16), the ground is expected to be white, but it is light grey.
  In (36,17), the ground is expected to be light grey, but it is white.
  In (36,18), the ground is expected to be white, but it is light grey.
  In (36,20), the ground is expected to be white, but it is light grey.
  In (36,24), the ground is expected to be light grey, but it is white.
  In (36,31), the ground is expected to be light grey, but it is white.
  In (36,38), the ground is expected to be light grey, but it is white.
  In (36,45), the ground is expected to be light grey, but it is white.
  In (36,48), the ground is expected to be white, but it is light grey.
  In (36,49), the ground is expected to be white, but it is light grey.
  In (36,50), the ground is expected to be white, but it is light grey.
  In (36,51), the ground is expected to be white, but it is light grey.
  In (36,54), the ground is expected to be white, but it is light grey.
  In (36,56), the ground is expected to be white, but it is light grey.
  In (36,61), the ground is expected to be white, but it is light grey.
  In (37,0), the ground is expected to be light grey, but it is white.
  In (37,6), the ground is expected to be light grey, but it is white.
  In (37,7), the ground is expected to be light grey, but it is white.
  In (37,13), the ground is expected to be light grey, but it is white.
  In (37,14), the ground is expected to be light grey, but it is white.
  In (37,17), the ground is expected to be white, but it is light grey.
  In (37,19), the ground is expected to be white, but it is light grey.
  In (37,20), the ground is expected to be light grey, but it is white.
  In (37,21), the ground is expected to be light grey, but it is white.
  In (37,27), the ground is expected to be light grey, but it is white.
  In (37,28), the ground is expected to be light grey, but it is white.
  In (37,34), the ground is expected to be light grey, but it is white.
  In (37,35), the ground is expected to be light grey, but it is white.
  In (37,41), the ground is expected to be light grey, but it is white.
  In (37,42), the ground is expected to be light grey, but it is white.
  In (37,50), the ground is expected to be white, but it is light grey.
  In (37,51), the ground is expected to be white, but it is light grey.
  In (37,52), the ground is expected to be white, but it is light grey.
  In (37,53), the ground is expected to be white, but it is light grey.
  In (37,56), the ground is expected to be light grey, but it is white.
  In (37,57), the ground is expected to be white, but it is light grey.
  In (37,58), the ground is expected to be white, but it is light grey.
  In (37,60), the ground is expected to be white, but it is light grey.
  In (38,1), the ground is expected to be light grey, but it is white.
  In (38,5), the ground is expected to be light grey, but it is white.
  In (38,8), the ground is expected to be light grey, but it is white.
  In (38,12), the ground is expected to be light grey, but it is white.
  In (38,15), the ground is expected to be light grey, but it is white.
  In (38,16), the ground is expected to be white, but it is light grey.
  In (38,18), the ground is expected to be white, but it is light grey.
  In (38,19), the ground is expected to be light grey, but it is white.
  In (38,20), the ground is expected to be white, but it is light grey.
  In (38,22), the ground is expected to be light grey, but it is white.
  In (38,26), the ground is expected to be light grey, but it is white.
  In (38,29), the ground is expected to be light grey, but it is white.
  In (38,33), the ground is expected to be light grey, but it is white.
  In (38,36), the ground is expected to be light grey, but it is white.
  In (38,40), the ground is expected to be light grey, but it is white.
  In (38,43), the ground is expected to be light grey, but it is white.
  In (38,47), the ground is expected to be light grey, but it is white.
  In (38,48), the ground is expected to be white, but it is light grey.
  In (38,49), the ground is expected to be white, but it is light grey.
  In (38,51), the ground is expected to be white, but it is light grey.
  In (38,52), the ground is expected to be white, but it is light grey.
  In (38,56), the ground is expected to be white, but it is light grey.
  In (38,57), the ground is expected to be light grey, but it is white.
  In (38,59), the ground is expected to be white, but it is light grey.
  In (39,0), the ground is expected to be light grey, but it is white.
  In (39,1), the ground is expected to be white, but it is light grey.
  In (39,3), the ground is expected to be white, but it is light grey.
  In (39,7), the ground is expected to be light grey, but it is white.
  In (39,8), the ground is expected to be white, but it is light grey.
  In (39,11), the ground is expected to be white, but it is light grey.
  In (39,14), the ground is expected to be light grey, but it is white.
  In (39,17), the ground is expected to be white, but it is light grey.
  In (39,19), the ground is expected to be white, but it is light grey.
  In (39,20), the ground is expected to be light grey, but it is white.
  In (39,21), the ground is expected to be light grey, but it is white.
  In (39,27), the ground is expected to be light grey, but it is white.
  In (39,28), the ground is expected to be light grey, but it is white.
  In (39,34), the ground is expected to be light grey, but it is white.
  In (39,35), the ground is expected to be light grey, but it is white.
  In (39,41), the ground is expected to be light grey, but it is white.
  In (39,42), the ground is expected to be light grey, but it is white.
  In (39,48), the ground is expected to be light grey, but it is white.
  In (39,51), the ground is expected to be white, but it is light grey.
  In (39,55), the ground is expected to be light grey, but it is white.
  In (39,56), the ground is expected to be light grey, but it is white.
  In (39,62), the ground is expected to be light grey, but it is white.
  In (40,0), the ground is expected to be white, but it is light grey.
  In (40,2), the ground is expected to be white, but it is light grey.
  In (40,3), the ground is expected to be light grey, but it is white.
  In (40,4), the ground is expected to be white, but it is light grey.
  In (40,5), the ground is expected to be white, but it is light grey.
  In (40,7), the ground is expected to be white, but it is light grey.
  In (40,9), the ground is expected to be white, but it is light grey.
  In (40,12), the ground is expected to be white, but it is light grey.
  In (40,14), the ground is expected to be white, but it is light grey.
  In (40,19), the ground is expected to be white, but it is light grey.
  In (40,24), the ground is expected to be light grey, but it is white.
  In (40,31), the ground is expected to be light grey, but it is white.
  In (40,38), the ground is expected to be light grey, but it is white.
  In (40,45), the ground is expected to be light grey, but it is white.
  In (40,49), the ground is expected to be white, but it is light grey.
  In (40,51), the ground is expected to be white, but it is light grey.
  In (40,52), the ground is expected to be light grey, but it is white.
  In (40,59), the ground is expected to be light grey, but it is white.
  In (41,1), the ground is expected to be white, but it is light grey.
  In (41,2), the ground is expected to be light grey, but it is white.
  In (41,3), the ground is expected to be white, but it is light grey.
  In (41,4), the ground is expected to be light grey, but it is white.
  In (41,6), the ground is expected to be white, but it is light grey.
  In (41,8), the ground is expected to be white, but it is light grey.
  In (41,9), the ground is expected to be light grey, but it is white.
  In (41,13), the ground is expected to be white, but it is light grey.
  In (41,20), the ground is expected to be white, but it is light grey.
  In (41,23), the ground is expected to be light grey, but it is white.
  In (41,25), the ground is expected to be light grey, but it is white.
  In (41,30), the ground is expected to be light grey, but it is white.
  In (41,32), the ground is expected to be light grey, but it is white.
  In (41,37), the ground is expected to be light grey, but it is white.
  In (41,39), the ground is expected to be light grey, but it is white.
  In (41,44), the ground is expected to be light grey, but it is white.
  In (41,46), the ground is expected to be light grey, but it is white.
  In (41,48), the ground is expected to be white, but it is light grey.
  In (41,50), the ground is expected to be white, but it is light grey.
  In (41,51), the ground is expected to be light grey, but it is white.
  In (41,52), the ground is expected to be white, but it is light grey.
  In (41,53), the ground is expected to be light grey, but it is white.
  In (41,58), the ground is expected to be light grey, but it is white.
  In (41,60), the ground is expected to be light grey, but it is white.
  In (42,0), the ground is expected to be white, but it is light grey.
  In (42,5), the ground is expected to be white, but it is light grey.
  In (42,7), the ground is expected to be white, but it is light grey.
  In (42,10), the ground is expected to be white, but it is light grey.
  In (42,11), the ground is expected to be light grey, but it is white.
  In (42,12), the ground is expected to be white, but it is light grey.
  In (42,14), the ground is expected to be white, but it is light grey.
  In (42,16), the ground is expected to be light grey, but it is white.
  In (42,17), the ground is expected to be white, but it is light grey.
  In (42,18), the ground is expected to be light grey, but it is white.
  In (42,19), the ground is expected to be white, but it is light grey.
  In (42,23), the ground is expected to be light grey, but it is white.
  In (42,25), the ground is expected to be light grey, but it is white.
  In (42,30), the ground is expected to be light grey, but it is white.
  In (42,32), the ground is expected to be light grey, but it is white.
  In (42,37), the ground is expected to be light grey, but it is white.
  In (42,39), the ground is expected to be light grey, but it is white.
  In (42,44), the ground is expected to be light grey, but it is white.
  In (42,46), the ground is expected to be light grey, but it is white.
  In (42,49), the ground is expected to be white, but it is light grey.
  In (42,53), the ground is expected to be light grey, but it is white.
  In (42,58), the ground is expected to be light grey, but it is white.
  In (42,60), the ground is expected to be light grey, but it is white.
  In (43,1), the ground is expected to be white, but it is light grey.
  In (43,6), the ground is expected to be white, but it is light grey.
  In (43,8), the ground is expected to be white, but it is light grey.
  In (43,10), the ground is expected to be light grey, but it is white.
  In (43,11), the ground is expected to be white, but it is light grey.
  In (43,13), the ground is expected to be white, but it is light grey.
  In (43,16), the ground is expected to be white, but it is light grey.
  In (43,17), the ground is expected to be light grey, but it is white.
  In (43,18), the ground is expected to be white, but it is light grey.
  In (43,20), the ground is expected to be white, but it is light grey.
  In (43,24), the ground is expected to be light grey, but it is white.
  In (43,31), the ground is expected to be light grey, but it is white.
  In (43,38), the ground is expected to be light grey, but it is white.
  In (43,45), the ground is expected to be light grey, but it is white.
  In (43,48), the ground is expected to be white, but it is light grey.
  In (43,50), the ground is expected to be white, but it is light grey.
  In (43,59), the ground is expected to be light grey, but it is white.
  In (44,0), the ground is expected to be light grey, but it is white.
  In (44,6), the ground is expected to be light grey, but it is white.
  In (44,7), the ground is expected to be light grey, but it is white.
  In (44,13), the ground is expected to be light grey, but it is white.
  In (44,14), the ground is expected to be light grey, but it is white.
  In (44,17), the ground is expected to be white, but it is light grey.
  In (44,19), the ground is expected to be white, but it is light grey.
  In (44,20), the ground is expected to be light grey, but it is white.
  In (44,21), the ground is expected to be light grey, but it is white.
  In (44,27), the ground is expected to be light grey, but it is white.
  In (44,28), the ground is expected to be light grey, but it is white.
  In (44,34), the ground is expected to be light grey, but it is white.
  In (44,35), the ground is expected to be light grey, but it is white.
  In (44,41), the ground is expected to be light grey, but it is white.
  In (44,42), the ground is expected to be light grey, but it is white.
  In (44,48), the ground is expected to be light grey, but it is white.
  In (44,51), the ground is expected to be white, but it is light grey.
  In (44,55), the ground is expected to be light grey, but it is white.
  In (44,56), the ground is expected to be light grey, but it is white.
  In (44,62), the ground is expected to be light grey, but it is white.
  In (45,1), the ground is expected to be light grey, but it is white.
  In (45,5), the ground is expected to be light grey, but it is white.
  In (45,8), the ground is expected to be light grey, but it is white.
  In (45,12), the ground is expected to be light grey, but it is white.
  In (45,15), the ground is expected to be light grey, but it is white.
  In (45,19), the ground is expected to be light grey, but it is white.
  In (45,22), the ground is expected to be light grey, but it is white.
  In (45,26), the ground is expected to be light grey, but it is white.
  In (45,29), the ground is expected to be light grey, but it is white.
  In (45,33), the ground is expected to be light grey, but it is white.
  In (45,36), the ground is expected to be light grey, but it is white.
  In (45,40), the ground is expected to be light grey, but it is white.
  In (45,43), the ground is expected to be light grey, but it is white.
  In (45,47), the ground is expected to be light grey, but it is white.
  In (45,50), the ground is expected to be light grey, but it is white.
  In (45,54), the ground is expected to be light grey, but it is white.
  In (45,57), the ground is expected to be light grey, but it is white.
  In (45,61), the ground is expected to be light grey, but it is white.
  In (46,0), the ground is expected to be light grey, but it is white.
  In (46,6), the ground is expected to be light grey, but it is white.
  In (46,7), the ground is expected to be light grey, but it is white.
  In (46,13), the ground is expected to be light grey, but it is white.
  In (46,14), the ground is expected to be light grey, but it is white.
  In (46,20), the ground is expected to be light grey, but it is white.
  In (46,21), the ground is expected to be light grey, but it is white.
  In (46,27), the ground is expected to be light grey, but it is white.
  In (46,28), the ground is expected to be light grey, but it is white.
  In (46,34), the ground is expected to be light grey, but it is white.
  In (46,35), the ground is expected to be light grey, but it is white.
  In (46,41), the ground is expected to be light grey, but it is white.
  In (46,42), the ground is expected to be light grey, but it is white.
  In (46,45), the ground is expected to be white, but it is light grey.
  In (46,47), the ground is expected to be white, but it is light grey.
  In (46,48), the ground is expected to be light grey, but it is white.
  In (46,49), the ground is expected to be light grey, but it is white.
  In (46,55), the ground is expected to be light grey, but it is white.
  In (46,56), the ground is expected to be light grey, but it is white.
  In (46,62), the ground is expected to be light grey, but it is white.
  In (47,0), the ground is expected to be white, but it is light grey.
  In (47,3), the ground is expected to be light grey, but it is white.
  In (47,10), the ground is expected to be light grey, but it is white.
  In (47,17), the ground is expected to be light grey, but it is white.
  In (47,24), the ground is expected to be light grey, but it is white.
  In (47,31), the ground is expected to be light grey, but it is white.
  In (47,38), the ground is expected to be light grey, but it is white.
  In (47,44), the ground is expected to be white, but it is light grey.
  In (47,45), the ground is expected to be light grey, but it is white.
  In (47,46), the ground is expected to be white, but it is light grey.
  In (47,48), the ground is expected to be white, but it is light grey.
  In (47,51), the ground is expected to be white, but it is light grey.
  In (47,52), the ground is expected to be light grey, but it is white.
  In (47,53), the ground is expected to be white, but it is light grey.
  In (47,56), the ground is expected to be white, but it is light grey.
  In (47,58), the ground is expected to be white, but it is light grey.
  In (47,59), the ground is expected to be light grey, but it is white.
  In (47,61), the ground is expected to be white, but it is light grey.
  In (48,1), the ground is expected to be white, but it is light grey.
  In (48,2), the ground is expected to be light grey, but it is white.
  In (48,4), the ground is expected to be light grey, but it is white.
  In (48,9), the ground is expected to be light grey, but it is white.
  In (48,11), the ground is expected to be light grey, but it is white.
  In (48,16), the ground is expected to be light grey, but it is white.
  In (48,18), the ground is expected to be light grey, but it is white.
  In (48,23), the ground is expected to be light grey, but it is white.
  In (48,25), the ground is expected to be light grey, but it is white.
  In (48,30), the ground is expected to be light grey, but it is white.
  In (48,32), the ground is expected to be light grey, but it is white.
  In (48,37), the ground is expected to be light grey, but it is white.
  In (48,39), the ground is expected to be light grey, but it is white.
  In (48,44), the ground is expected to be light grey, but it is white.
  In (48,45), the ground is expected to be white, but it is light grey.
  In (48,46), the ground is expected to be light grey, but it is white.
  In (48,47), the ground is expected to be white, but it is light grey.
  In (48,50), the ground is expected to be white, but it is light grey.
  In (48,51), the ground is expected to be light grey, but it is white.
  In (48,52), the ground is expected to be white, but it is light grey.
  In (48,53), the ground is expected to be light grey, but it is white.
  In (48,54), the ground is expected to be white, but it is light grey.
  In (48,55), the ground is expected to be white, but it is light grey.
  In (48,57), the ground is expected to be white, but it is light grey.
  In (48,58), the ground is expected to be light grey, but it is white.
  In (48,59), the ground is expected to be white, but it is light grey.
  In (48,62), the ground is expected to be white, but it is light grey.
  In (49,0), the ground is expected to be white, but it is light grey.
  In (49,2), the ground is expected to be light grey, but it is white.
  In (49,4), the ground is expected to be light grey, but it is white.
  In (49,9), the ground is expected to be light grey, but it is white.
  In (49,11), the ground is expected to be light grey, but it is white.
  In (49,16), the ground is expected to be light grey, but it is white.
  In (49,18), the ground is expected to be light grey, but it is white.
  In (49,23), the ground is expected to be light grey, but it is white.
  In (49,25), the ground is expected to be light grey, but it is white.
  In (49,30), the ground is expected to be light grey, but it is white.
  In (49,32), the ground is expected to be light grey, but it is white.
  In (49,37), the ground is expected to be light grey, but it is white.
  In (49,39), the ground is expected to be light grey, but it is white.
  In (49,48), the ground is expected to be white, but it is light grey.
  In (49,56), the ground is expected to be white, but it is light grey.
  In (49,60), the ground is expected to be light grey, but it is white.
  In (49,61), the ground is expected to be white, but it is light grey.
  In (50,1), the ground is expected to be white, but it is light grey.
  In (50,3), the ground is expected to be light grey, but it is white.
  In (50,10), the ground is expected to be light grey, but it is white.
  In (50,17), the ground is expected to be light grey, but it is white.
  In (50,24), the ground is expected to be light grey, but it is white.
  In (50,31), the ground is expected to be light grey, but it is white.
  In (50,38), the ground is expected to be light grey, but it is white.
  In (50,47), the ground is expected to be white, but it is light grey.
  In (50,50), the ground is expected to be white, but it is light grey.
  In (50,54), the ground is expected to be white, but it is light grey.
  In (50,55), the ground is expected to be white, but it is light grey.
  In (50,57), the ground is expected to be white, but it is light grey.
  In (50,60), the ground is expected to be white, but it is light grey.
  In (50,62), the ground is expected to be white, but it is light grey.
  In (51,6), the ground is expected to be light grey, but it is white.
  In (51,7), the ground is expected to be light grey, but it is white.
  In (51,13), the ground is expected to be light grey, but it is white.
  In (51,14), the ground is expected to be light grey, but it is white.
  In (51,20), the ground is expected to be light grey, but it is white.
  In (51,21), the ground is expected to be light grey, but it is white.
  In (51,27), the ground is expected to be light grey, but it is white.
  In (51,28), the ground is expected to be light grey, but it is white.
  In (51,34), the ground is expected to be light grey, but it is white.
  In (51,35), the ground is expected to be light grey, but it is white.
  In (51,41), the ground is expected to be light grey, but it is white.
  In (51,42), the ground is expected to be light grey, but it is white.
  In (51,45), the ground is expected to be white, but it is light grey.
  In (51,47), the ground is expected to be white, but it is light grey.
  In (51,48), the ground is expected to be light grey, but it is white.
  In (51,49), the ground is expected to be light grey, but it is white.
  In (51,51), the ground is expected to be white, but it is light grey.
  In (51,53), the ground is expected to be white, but it is light grey.
  In (51,55), the ground is expected to be light grey, but it is white.
  In (51,58), the ground is expected to be white, but it is light grey.
  In (51,61), the ground is expected to be white, but it is light grey.
  In (51,62), the ground is expected to be light grey, but it is white.
  In (52,1), the ground is expected to be light grey, but it is white.
  In (52,3), the ground is expected to be white, but it is light grey.
  In (52,10), the ground is expected to be white, but it is light grey.
  In (52,12), the ground is expected to be light grey, but it is white.
  In (52,13), the ground is expected to be white, but it is light grey.
  In (52,19), the ground is expected to be light grey, but it is white.
  In (52,22), the ground is expected to be light grey, but it is white.
  In (52,26), the ground is expected to be light grey, but it is white.
  In (52,29), the ground is expected to be light grey, but it is white.
  In (52,33), the ground is expected to be light grey, but it is white.
  In (52,36), the ground is expected to be light grey, but it is white.
  In (52,40), the ground is expected to be light grey, but it is white.
  In (52,43), the ground is expected to be light grey, but it is white.
  In (52,44), the ground is expected to be white, but it is light grey.
  In (52,46), the ground is expected to be white, but it is light grey.
  In (52,47), the ground is expected to be light grey, but it is white.
  In (52,48), the ground is expected to be white, but it is light grey.
  In (52,50), the ground is expected to be light grey, but it is white.
  In (52,54), the ground is expected to be light grey, but it is white.
  In (52,57), the ground is expected to be light grey, but it is white.
  In (52,61), the ground is expected to be light grey, but it is white.
  In (53,0), the ground is expected to be light grey, but it is white.
  In (53,2), the ground is expected to be white, but it is light grey.
  In (53,4), the ground is expected to be white, but it is light grey.
  In (53,9), the ground is expected to be white, but it is light grey.
  In (53,11), the ground is expected to be white, but it is light grey.
  In (53,12), the ground is expected to be white, but it is light grey.
  In (53,13), the ground is expected to be light grey, but it is white.
  In (53,16), the ground is expected to be white, but it is light grey.
  In (53,20), the ground is expected to be light grey, but it is white.
  In (53,21), the ground is expected to be light grey, but it is white.
  In (53,27), the ground is expected to be light grey, but it is white.
  In (53,28), the ground is expected to be light grey, but it is white.
  In (53,34), the ground is expected to be light grey, but it is white.
  In (53,35), the ground is expected to be light grey, but it is white.
  In (53,41), the ground is expected to be light grey, but it is white.
  In (53,42), the ground is expected to be light grey, but it is white.
  In (53,45), the ground is expected to be white, but it is light grey.
  In (53,47), the ground is expected to be white, but it is light grey.
  In (53,48), the ground is expected to be light grey, but it is white.
  In (53,49), the ground is expected to be light grey, but it is white.
  In (53,55), the ground is expected to be light grey, but it is white.
  In (53,56), the ground is expected to be light grey, but it is white.
  In (53,62), the ground is expected to be light grey, but it is white.
  In (54,5), the ground is expected to be white, but it is light grey.
  In (54,8), the ground is expected to be white, but it is light grey.
  In (54,13), the ground is expected to be white, but it is light grey.
  In (54,15), the ground is expected to be white, but it is light grey.
  In (54,17), the ground is expected to be light grey, but it is white.
  In (54,24), the ground is expected to be light grey, but it is white.
  In (54,31), the ground is expected to be light grey, but it is white.
  In (54,38), the ground is expected to be light grey, but it is white.
  In (54,44), the ground is expected to be white, but it is light grey.
  In (54,45), the ground is expected to be light grey, but it is white.
  In (54,46), the ground is expected to be white, but it is light grey.
  In (54,48), the ground is expected to be white, but it is light grey.
  In (54,52), the ground is expected to be light grey, but it is white.
  In (54,59), the ground is expected to be light grey, but it is white.
  In (55,6), the ground is expected to be white, but it is light grey.
  In (55,7), the ground is expected to be white, but it is light grey.
  In (55,12), the ground is expected to be white, but it is light grey.
  In (55,14), the ground is expected to be white, but it is light grey.
  In (55,18), the ground is expected to be light grey, but it is white.
  In (55,23), the ground is expected to be light grey, but it is white.
  In (55,25), the ground is expected to be light grey, but it is white.
  In (55,30), the ground is expected to be light grey, but it is white.
  In (55,32), the ground is expected to be light grey, but it is white.
  In (55,37), the ground is expected to be light grey, but it is white.
  In (55,39), the ground is expected to be light grey, but it is white.
  In (55,44), the ground is expected to be light grey, but it is white.
  In (55,45), the ground is expected to be white, but it is light grey.
  In (55,46), the ground is expected to be light grey, but it is white.
  In (55,47), the ground is expected to be white, but it is light grey.
  In (55,51), the ground is expected to be light grey, but it is white.
  In (55,53), the ground is expected to be light grey, but it is white.
  In (55,58), the ground is expected to be light grey, but it is white.
  In (55,60), the ground is expected to be light grey, but it is white.
  In (56,2), the ground is expected to be light grey, but it is white.
  In (56,3), the ground is expected to be white, but it is light grey.
  In (56,4), the ground is expected to be light grey, but it is white.
  In (56,5), the ground is expected to be white, but it is light grey.
  In (56,8), the ground is expected to be white, but it is light grey.
  In (56,9), the ground is expected to be light grey, but it is white.
  In (56,10), the ground is expected to be white, but it is light grey.
