  There is 325 shapes, but only 180 shapes were expected
Superflous shapes in your solution:
   Line (x50,009 y148,657 / x249,975 y152,237 / red) 
   Line (x124,118 y53,407 / x175,882 y246,593 / red) 
   Line (x124,118 y246,593 / x175,882 y53,407 / red) 
   Line (x125,808 y52,970 / x174,192 y247,030 / red) 
   Line (x125,808 y247,030 / x174,192 y52,970 / red) 
   Line (x127,505 y52,563 / x172,495 y247,437 / red) 
   Line (x127,505 y247,437 / x172,495 y52,563 / red) 
   Line (x129,209 y52,185 / x170,791 y247,815 / red) 
   Line (x129,209 y247,815 / x170,791 y52,185 / red) 
   Line (x130,919 y51,837 / x169,081 y248,163 / red) 
   Line (x130,919 y248,163 / x169,081 y51,837 / red) 
   Line (x132,635 y51,519 / x167,365 y248,481 / red) 
   Line (x132,635 y248,481 / x167,365 y51,519 / red) 
   Line (x134,357 y51,231 / x165,643 y248,769 / red) 
   Line (x134,357 y248,769 / x165,643 y51,231 / red) 
   Line (x136,083 y50,973 / x163,917 y249,027 / red) 
   Line (x136,083 y249,027 / x163,917 y50,973 / red) 
   Line (x137,813 y50,745 / x162,187 y249,255 / red) 
   Line (x137,813 y249,255 / x162,187 y50,745 / red) 
   Line (x139,547 y50,548 / x160,453 y249,452 / red) 
   Line (x139,547 y249,452 / x160,453 y50,548 / red) 
   Line (x141,284 y50,381 / x158,716 y249,619 / red) 
   Line (x141,284 y249,619 / x158,716 y50,381 / red) 
   Line (x143,024 y50,244 / x156,976 y249,756 / red) 
   Line (x143,024 y249,756 / x156,976 y50,244 / red) 
   Line (x144,766 y50,137 / x155,234 y249,863 / red) 
   Line (x144,766 y249,863 / x155,234 y50,137 / red) 
   Line (x146,510 y50,061 / x153,490 y249,939 / red) 
   Line (x146,510 y249,939 / x153,490 y50,061 / red) 
   Line (x148,255 y50,015 / x151,745 y249,985 / red) 
   Line (x148,255 y249,985 / x151,745 y50,015 / red) 
   Line (x150,000 y50,000 / x150,000 y250,000 / black) 

